t03-08	28	39	0	0	cool
t03-09	26	35	0.0	0.0	cool
t03-10	23	31	0.0	0.0	cool
t03-11	28	38	0.0	0	warm
t03-12	25	34	0.0	0	warm
t03-13	23	31	0.0	0.0	cool
t03-14	20	28	0.0	0.0	cold
t03-15	18	25	0.0	0.0	cold
t03-16	16	23	0.0	0.0	cool
t03-17	15	20	0.0	0.0	cool
t03-18	25	34	0.8	0	very rainy
t03-19	23	31	0.72	0.0	cool
t03-20	20	28	0.648	0.0	cool
t03-21	18	25	0.5832	0	warm
t03-22	16	22	0.52488	0	warm
t03-23	15	20	0.47239200000000003	0.0	cool
t03-24	13	18	0.4251528	0.0	cool
t03-25	12	16	0.38263752	0.0	cool
t03-26	11	15	0.344373768	0.0	cool
t03-27	9	13	0.30993639120000005	0.0	cool
t03-28	8	12	0.27894275208	8.0	very snowy
t03-29	11	15	0.45104847687200006	7.76	rainy
t03-30	12	17	0.6059436291848	7.5272	rainy
t03-31	11	16	0.5453492662663201	7.301384	cool
t04-01	10	14	0.49081433963968807	7.082342479999999	cool
t04-02	9	13	0.44173290567571927	6.869872205599999	cool
t04-03	15	21	0.8975596151081473	1.8698722055999992	hot
t04-04	21	29	1.3078036535973325	0	hot
t04-05	19	26	1.1770232882375993	0	warm
t04-06	17	24	1.0593209594138393	0	warm
t04-07	15	21	0.9533888634724553	0.0	cool
t04-08	14	19	0.8580499771252098	0.0	cool
t04-09	12	17	0.7722449794126889	0	warm
t04-10	11	16	0.69502048147142	0	warm
t04-11	10	14	0.625518433324278	0	hot
t04-12	9	13	0.5629665899918502	0	hot
t04-13	8	11	0.5066699309926652	0	hot
t04-14	7	10	0.4560029378933987	0	hot
t04-15	6	9	0.4104026441040588	0.0	cool
t04-16	6	8	0.36936237969365293	0.0	cool
t04-17	5	7	0.33242614172428764	0.0	cool
t04-18	5	7	0.2991835275518589	0	warm
t04-19	4	6	0.269265174796673	0	hot
t04-20	4	5	0.2423386573170057	0	warm
t04-21	3	5	0.21810479158530513	0	hot
t04-22	3	4	0.19629431242677461	0	hot
t04-23	2	4	0.17666488118409715	0	hot
t04-24	2	4	0.15899839306568744	0	warm
t04-25	2	3	0.1430985537591187	0.0	cool
t04-26	2	3	0.12878869838320683	0.0	cool
t04-27	1	3	0.11590982854488616	0.0	cool
t04-28	1	2	0.10431884569039754	0.0	cool
t04-29	1	2	0.09388696112135778	0.0	cool
t04-30	4	6	0.28449826500922204	0.0	rainy
t05-01	6	9	0.45604843850829985	0.0	rainy
t05-02	18	24	1.2104435946574699	0	very rainy
t05-03	19	26	1.2893992351917227	0.0	rainy
t05-04	17	23	1.1604593116725503	0	warm
t05-05	15	21	1.0444133805052953	0	warm
t05-06	14	19	0.9399720424547657	0.0	cool
t05-07	12	17	0.8459748382092891	0	warm
t05-08	11	15	0.7613773543883602	0	warm
t05-09	10	14	0.6852396189495241	0	warm
t05-10	9	12	0.6167156570545718	0	warm
t05-11	11	15	0.7550440913491145	0.0	rainy
t05-12	13	18	0.879539682214203	0.0	rainy
t05-13	14	20	0.9915857139927826	0.0	rainy
t05-14	13	18	0.8924271425935043	0	hot
t05-15	12	16	0.8031844283341538	0	hot
t05-16	10	14	0.7228659855007384	0	hot
t05-17	9	13	0.6505793869506646	0	hot
t05-18	8	12	0.5855214482555982	0	hot
t05-19	7	11	0.5269693034300383	0	warm
t05-20	7	10	0.4742723730870345	0	warm
t05-21	6	9	0.42684513577833105	0	warm
t05-22	5	8	0.38416062220049796	0	warm
t05-23	5	7	0.3457445599804482	0	warm
t05-24	4	6	0.31117010398240336	0	warm
t05-25	4	6	0.280053093584163	0	hot
t05-26	6	9	0.4520477842257467	0.0	rainy
t05-27	6	8	0.406843005803172	0	warm
t05-28	5	7	0.3661587052228548	0	warm
t05-29	4	7	0.32954283470056933	0	warm
t05-30	4	6	0.2965885512305124	0	warm
t05-31	4	5	0.2669296961074612	0	warm
t06-01	3	5	0.24023672649671507	0	warm
t06-02	3	4	0.21621305384704356	0	warm
t06-03	2	4	0.1945917484623392	0	warm
t06-04	2	4	0.1751325736161053	0	hot
t06-05	2	3	0.15761931625449477	0	hot
t06-06	5	7	0.3418573846290453	0.0	rainy
t06-07	7	10	0.5076716461661408	0.0	rainy
t06-08	6	9	0.45690448154952673	0	hot
t06-09	6	8	0.4112140333945741	0	hot
t06-10	5	7	0.37009263005511667	0	warm
t06-11	4	7	0.333083367049605	0	hot
t06-12	7	10	0.4997750303446445	0.0	rainy
t06-13	6	9	0.44979752731018	0	hot
t06-14	9	12	0.6048177745791621	0.0	rainy
t06-15	8	11	0.5443359971212459	0	hot
t06-16	7	10	0.48990239740912134	0	hot
t06-17	6	9	0.4409121576682092	0	hot
t06-18	5	8	0.3968209419013883	0	hot
t06-19	5	7	0.35713884771124943	0	very hot
t06-20	4	6	0.32142496294012446	0	warm
t06-21	4	6	0.289282466646112	0	hot
t06-22	3	5	0.2603542199815008	0	warm
t06-23	3	5	0.23431879798335073	0	hot
t06-24	3	4	0.21088691818501565	0	very hot
t06-25	2	4	0.18979822636651408	0	very hot
t06-26	2	3	0.17081840372986268	0	warm
t06-27	2	3	0.1537365633568764	0	warm
t06-28	2	3	0.13836290702118878	0	warm
t06-29	1	2	0.1245266163190699	0	hot
t06-30	1	2	0.11207395468716291	0	hot
t07-01	1	2	0.10086655921844662	0	warm
t07-02	1	2	0.09077990329660196	0	warm
t07-03	1	2	0.08170191296694176	0	warm
t07-04	1	1	0.07353172167024759	0	warm
t07-05	0	1	0.06617854950322283	0	warm
t07-06	0	1	0.05956069455290054	0	warm
t07-07	0	1	0.053604625097610485	0	hot
t07-08	0	1	0.048244162587849436	0	hot
t07-09	0	1	0.04341974632906449	0	hot
t07-10	0	1	0.039077771696158045	0	hot
t07-11	0	1	0.03516999452654224	0	hot
t07-12	0	1	0.03165299507388802	0	very hot
t07-13	0	1	0.028487695566499216	0	very hot
t07-14	0	1	0.025638926009849294	0	very hot
t07-15	0	0	0.023075033408864364	0	warm
t07-16	0	0	0.020767530067977928	0	very hot
t07-17	0	0	0.018690777061180136	0	very hot
t07-18	0	0	0.01682169935506212	0	hot
t07-19	0	0	0.01513952941955591	0	hot
t07-20	0	0	0.013625576477600319	0	hot
t07-21	0	0	0.012263018829840287	0	hot
t07-22	0	0	0.011036716946856259	0	hot
t07-23	0	0	0.009933045252170633	0	hot
t07-24	0	0	0.00893974072695357	0	hot
t07-25	0	0	0.008045766654258213	0	hot
t07-26	0	0	0.007241189988832391	0	hot
t07-27	0	0	0.006517070989949152	0	hot
t07-28	0	0	0.005865363890954237	0	hot
t07-29	0	0	0.005278827501858813	0	hot
t07-30	0	0	0.004750944751672931	0	very hot
t07-31	0	0	0.004275850276505638	0	very hot
t08-01	0	0	0.003848265248855074	0	hot
t08-02	0	0	0.0034634387239695667	0	hot
t08-03	0	0	0.00311709485157261	0	hot
t08-04	0	0	0.002805385366415349	0	hot
t08-05	0	0	0.002524846829773814	0	hot
t08-06	0	0	0.0022723621467964326	0	hot
t08-07	0	0	0.002045125932116789	0	hot
t08-08	0	0	0.0018406133389051102	0	hot
t08-09	0	0	0.0016565520050145991	0	hot
t08-10	3	4	0.20149089680451315	0.0	rainy
t08-11	14	20	0.9813418071240618	0	very rainy
t08-12	13	18	0.8832076264116556	0	warm
t08-13	11	16	0.79488686377049	0	hot
t08-14	10	14	0.715398177393441	0	hot
t08-15	9	13	0.6438583596540969	0	hot
t08-16	8	12	0.5794725236886872	0	hot
t08-17	7	10	0.5215252713198184	0	warm
t08-18	7	9	0.4693727441878366	0	warm
t08-19	6	8	0.42243546976905294	0	warm
t08-20	5	8	0.38019192279214764	0	warm
t08-21	5	7	0.34217273051293284	0	very hot
t08-22	4	6	0.30795545746163955	0	very hot
t08-23	4	6	0.2771599117154756	0	hot
t08-24	3	5	0.24944392054392805	0	warm
t08-25	3	4	0.22449952848953525	0	warm
t08-26	3	4	0.20204957564058174	0	very hot
t08-27	2	4	0.18184461807652355	0	very hot
t08-28	2	3	0.1636601562688712	0	very hot
t08-29	2	3	0.1472941406419841	0	very hot
t08-30	1	3	0.13256472657778567	0	very hot
t08-31	1	2	0.1193082539200071	0	hot
t09-01	1	2	0.10737742852800639	0	hot
t09-02	1	2	0.09663968567520574	0	warm
t09-03	1	2	0.08697571710768517	0	warm
t09-04	1	2	0.07827814539691666	0	warm
t09-05	1	1	0.07045033085722499	0	hot
t09-06	0	1	0.06340529777150249	0	hot
t09-07	0	1	0.057064767994352235	0	hot
t09-08	0	1	0.05135829119491701	0	hot
t09-09	0	1	0.04622246207542531	0	hot
t09-10	12	17	0.8416002158678828	0	very rainy
t09-11	14	19	0.9574401942810946	0.0	rainy
t09-12	15	21	1.0616961748529852	0.0	rainy
t09-13	26	35	1.7555265573676868	0	very rainy
t09-14	23	32	1.5799739016309182	0	warm
t09-15	21	28	1.4219765114678264	0	warm
t09-16	19	26	1.2797788603210438	0	warm
t09-17	17	23	1.1518009742889395	0	hot
t09-18	15	21	1.0366208768600456	0	hot
t09-19	13	19	0.932958789174041	0	hot
t09-20	12	17	0.8396629102566369	0	hot
t09-21	11	15	0.7556966192309732	0	hot
t09-22	10	14	0.6801269573078759	0	warm
t09-23	9	12	0.6121142615770883	0	warm
t09-24	20	27	1.3509028354193795	0	very rainy
t09-25	18	24	1.2158125518774416	0	warm
t09-26	16	22	1.0942312966896974	0	warm
t09-27	14	20	0.9848081670207277	0	warm
t09-28	13	18	0.886327350318655	0	warm
t09-29	11	16	0.7976946152867894	0	warm
t09-30	10	14	0.7179251537581105	0	warm
t10-01	9	13	0.6461326383822994	0	warm
t10-02	8	12	0.5815193745440694	0	warm
